content,author_comment,editor_memo,dummy,create_datetime,author_url,author,license
誰ひとり住んでなくてもアパートの２階の共用部分は光る,,,,"Dec 1, 2025 11:55 pm",https://twitter.com/kamedatakumi,亀田巧,CC BY-NC-ND 4.0
これだけは噛まず言わせて流れ星君に本心伝える言葉,,,,"Nov 30, 2025 10:13 pm",https://twitter.com/irusousaku,アリタ別館,CC BY-NC-ND 4.0
綿雪にわたしの２１ｇを分けてとかして　天使入門,,,,"Dec 8, 2025 7:12 pm",https://twitter.com/Fumi_Myoi,明井ふみ,CC BY-NC-ND 4.0
丁寧に焼いたケーキが崩れてくわたしのなにがだめだったかな,,,,"Dec 1, 2025 12:00 am",https://twitter.com/nashiorringo,にいたかりんご,CC BY-NC-ND 4.0
キウイーを前歯で掘って食べていてもう大丈夫なフリはできない,,,,"Dec 3, 2025 9:29 am",https://twitter.com/awoi_up20,あをい,CC BY-NC-ND 4.0
記念日にワイングラスを買ったこと覚えてますか　今日割りました,,,,"Nov 30, 2025 6:07 pm",https://twitter.com/Shinnsyutu2020,宇祖田都子,CC BY-NC-ND 4.0
茶碗蒸し混ぜて飲み干すのが作法　だめなところも丸ごとあなた,,,,"Dec 3, 2025 8:55 pm",https://twitter.com/hakka_kinoko,ベーグル,CC BY-NC-ND 4.0
頭痛にはハグをため息にはキスを君の救急箱になりたい,,,,"Dec 2, 2025 12:13 am",https://twitter.com/Linon_non,りのん,CC BY-NC-ND 4.0
日常へふいに読点打つように満員電車の座席に栞,,,,"Dec 2, 2025 2:03 pm",https://twitter.com/Umi1146295,Umi.,CC BY-NC-ND 4.0
ほとんどが空き家となりぬ集落の氏神たちは何を思うや,,,,"Dec 6, 2025 9:38 pm",https://twitter.com/noa_tanka_micra,小川希空,CC BY-NC-ND 4.0
きみといるわたしの呼気が少しだけ推し進めてる地球温暖化,,,,"Nov 30, 2025 11:08 am",https://twitter.com/morning__calm,朝凪たまご,CC BY-NC-ND 4.0
この場所は茨でしたか異動するあなたへ贈るやわい花束,,,,"Dec 7, 2025 11:24 pm",https://twitter.com/okanocoelacanth,みぎひと,CC BY-NC-ND 4.0
改札に旅路と帰路は交じりあいすべてのいのちをゆっくりにする,,,,"Dec 7, 2025 9:54 pm",https://twitter.com/_05_maryo,井山カナ,CC BY-NC-ND 4.0
木枯らしとささくれだった親指が歯茎を撫でるそういえば冬,,,,"Nov 30, 2025 6:40 pm",https://twitter.com/tamuraokita,たむら,CC BY-NC-ND 4.0
あいまいな世界は綺麗　だけど星が見えないから眼鏡をかける,,,,"Dec 6, 2025 9:15 pm",https://twitter.com/katabe_kata,片辺かた,CC BY-NC-ND 4.0
もう付ける必要のない呼吸器を外すように　サニーゴ　サニゴーン,,,,"Nov 8, 2025 11:43 pm",https://twitter.com/kurage_pancake,金井水月,CC BY-NC-ND 4.0
在りし日の存在しない思い出が血肉となって廻り続ける,,,,"Nov 30, 2025 5:19 pm",https://twitter.com/tono_sousaku,巻山海里,CC BY-NC-ND 4.0
遠くからタタンコトンと電車音　そう、わたし今おばあちゃんちだ,,,,"Dec 2, 2025 3:15 am",https://twitter.com/blue_navy_color,青色紺色,CC BY-NC-ND 4.0
レモネードゆっくり氷はとけていく　約束なんてしなきゃ良かった,「呪」のテーマで詠んだ歌です。,,,"Nov 30, 2025 8:08 pm",https://twitter.com/mizu_tama_konko,水玉子,CC BY-NC-ND 4.0
自販機にお金で買えるあたたかさ求めてしまう手のひらのお茶,,,,"Dec 6, 2025 8:18 pm",https://twitter.com/nuts722,natsuko,CC BY-NC-ND 4.0
均等に走る光はSFが誘う東京テレポート駅,,,,"Dec 2, 2025 6:47 pm",https://twitter.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
移動する点P通った跡だけがきれいに残る祝日の雪,,,,"Dec 5, 2025 11:48 am",https://twitter.com/m_yukiyuki7,望月ゆい,CC BY-NC-ND 4.0
