content,author_comment,editor_memo,dummy,create_datetime,author_url,author,license
空想はただ修正テープに過ぎぬなど語る爪きたないあかが,はがさないで,,,"Dec 6, 2025 2:52 am",https://twitter.com/misosarasenryu,鯖虎,CC BY-NC-ND 4.0
初めから汚れるための白よりか我は染まらぬ黒でありたい,,,,"Dec 6, 2025 7:11 pm",https://twitter.com/noa_tanka_micra,小川希空,CC BY-NC-ND 4.0
真っ白な病室で今日も生きている少しでもいい彩りがほしい,,,,"Dec 8, 2025 9:08 am",https://twitter.com/jyabakuma_acero,邪幕麻アキバ,CC BY-NC-ND 4.0
白線の上から落ちたら死にます行き止まりにせめてジャンプした,白線から落ちたら死ぬゲームを短歌にしました,,,"Dec 3, 2025 11:24 pm",https://twitter.com/txT121omOV33333,美波有希,CC BY-NC-ND 4.0
吐く息が形を抱く　変わらないものなどないと諭されている,,,,"Dec 2, 2025 8:08 am",https://twitter.com/tatsuyananasino,七篠龍也,CC BY-NC-ND 4.0
柔らかな光に守られ米をとぐ乳白色のぬるき幸福,,,,"Nov 30, 2025 7:27 pm",https://twitter.com/cotori_rin,琴里梨央,CC BY-NC-ND 4.0
アイロンを　かけて畳んで　しまい込む　叶わぬ恋の　白々しさよ,,,,"Dec 3, 2025 6:54 am",https://twitter.com/DTC_TAKAHASHI,HARUKI TAKAHASHI　WHO? & DrumTHChemical,CC BY-NC-ND 4.0
若者よ雪のからだが白いのは綴じた光が瞬くからだ,,,,"Dec 4, 2025 9:36 am",https://twitter.com/sonatine_yuki,村川愉季,CC BY-NC-ND 4.0
遊歩道白い息のまま敬語で話すほのかほのかに視線ずらして,,,,"Dec 8, 2025 10:36 pm",https://twitter.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
やわらかい暴力のこと　びっちりと無菌の室の充填豆腐,,,,"Dec 5, 2025 10:35 pm",https://twitter.com/moonnight_rain,月夜の雨,CC BY-NC-ND 4.0
白痴からはじめましょうか我は大雪に立ちつくす勇気あるもの,,,,"Dec 8, 2025 4:10 pm",https://twitter.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
美しい背景ならば画仙紙の白に勝るものなどないでしょう,,,,"Dec 8, 2025 11:12 pm",https://twitter.com/awoi_up20,あをい,CC BY-NC-ND 4.0
白紙からやり直したい夜ばかり消しゴムみたいに月が削れる,,,,"Dec 8, 2025 11:57 pm",https://twitter.com/mizuki_kizumi_,来住瑞貴,CC BY-NC-ND 4.0
くりかえし白のマリオを落としてもあれは白色矮星だから,,,,"Dec 9, 2025 12:41 am",https://twitter.com/yohei59756876,yohei,CC BY-NC-ND 4.0
白桃のようなあなたの頬に触れ食い千切りたい衝動を抱く,,,,"Dec 8, 2025 7:08 pm",https://twitter.com/suimitudou16,睡密堂,CC BY-NC-ND 4.0
ふるふると掬われるのを待っているおぼろ豆腐のすべらかな肌,,,,"Dec 5, 2025 10:36 pm",https://twitter.com/moonnight_rain,月夜の雨,CC BY-NC-ND 4.0
白和えを作れた今日はやさしさを誰かに分けてあげられそうで,,,,"Dec 3, 2025 9:30 pm",https://twitter.com/nuts722,natsuko,CC BY-NC-ND 4.0
冬の夜に囲まれていく家の中ざくざくと白菜切っていく,,,,"Dec 9, 2025 1:07 am",https://twitter.com/okanocoelacanth,みぎひと,CC BY-NC-ND 4.0
夜霧白しLEDの街灯がつよくつよく巻き上ぐる渦,,,,"Nov 29, 2025 8:29 pm",https://twitter.com/tenran_harugiri,せんぱい,CC BY-NC-ND 4.0
犬ぞりで北の極地へ走り行く　向かえる風は息も凍らす,,,,"Nov 29, 2025 9:25 am",,春風いざな,CC BY-NC-ND 4.0
いつまでも白い心で居られたら床は綺麗な赤にならない,,,,"Nov 21, 2025 6:35 pm",https://twitter.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
さよならに似合う色は白　カンヴァスを何度塗り潰してもぼくたちは、,,,,"Dec 3, 2025 7:17 pm",https://twitter.com/hntj__66__,ひなつじ羊,CC BY-NC-ND 4.0
白衣着て見送る姿過去募るいまだ未熟と天を仰ぐや,,,,"Dec 7, 2025 8:17 pm",,川石のりたけ,CC BY-NC-ND 4.0
300もあるならきっとひとつくらいわたしを待ってる白があるはず,,,,"Nov 11, 2025 8:31 pm",,ゆひ,CC BY-NC-ND 4.0
磨くほど眼鏡は白く曇ってて見て見ぬふりをそういえばした,,,,"Dec 8, 2025 11:26 pm",https://twitter.com/nonaga0303,のなが,CC BY-NC-ND 4.0
クイズ王の歯があまりにも白すぎる　死ぬほど退屈な自殺をする,,,,"Nov 10, 2025 7:10 pm",https://twitter.com/kurage_pancake,金井水月,CC BY-NC-ND 4.0
三原色　きみとこの子の成長を見守る日々はまあるく光る,,,,"Dec 3, 2025 5:17 pm",https://twitter.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
清廉なイメージカラーいつだって不在のわたし　十本の薔薇,,,,"Dec 8, 2025 8:20 pm",https://twitter.com/Ns4HhpKEzA10870,川村サ行,CC BY-NC-ND 4.0
東京の朝はまぶしい　ケロッグをひたひたにする白いやさしさ,,,,"Dec 8, 2025 7:36 pm",https://twitter.com/peak_0623,ﾎﾜｲﾄｱｽﾊﾟﾗ,CC BY-NC-ND 4.0
唐紅の白粉花《おしろいばな》の実をもぎり　かりそめの美を頬につけたる,,,,"Dec 8, 2025 9:07 pm",https://twitter.com/finalkanidoumei,土佐ｱｳﾞｧﾝﾁｭｰﾙぱす汰,CC BY-NC-ND 4.0
白球を夢中になって追いかける今はみんなの背番号1,,,,"Dec 5, 2025 9:26 pm",https://twitter.com/shinderumitaini,死んでるみたいに生きてる子,CC BY-NC-ND 4.0
控えめにしろとあなたが言っていたグラニュー糖がなんだか苦い,,,,"Dec 8, 2025 10:41 pm",https://twitter.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
1番と2番の歌詞が混ざっててわたしだけが余白の夜に,,,,"Dec 2, 2025 9:18 pm",https://twitter.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
白球を追う青春もあることも知っている薄暗い病室,,,,"Dec 8, 2025 7:12 pm",https://twitter.com/suimitudou16,睡密堂,CC BY-NC-ND 4.0
太陽に匿われ咲くどくだみの青白き背が放課後を逃ぐ,,,,"Dec 8, 2025 9:08 pm",https://twitter.com/finalkanidoumei,土佐ｱｳﾞｧﾝﾁｭｰﾙぱす汰,CC BY-NC-ND 4.0
休日に白湯だけを飲む贅沢をセラミカガリアのマイマグカップ,,,,"Dec 1, 2025 12:09 pm",https://twitter.com/@hijyouguchi_dot,非常口ドット,CC BY-NC-ND 4.0
はじめからなにもなかったように白　羽ばたく形で肩甲骨は,,,,"Dec 3, 2025 8:29 pm",https://twitter.com/hakka_kinoko,ベーグル,CC BY-NC-ND 4.0
その白いラルフにどうか味噌煮込みうどんの汁がはねますように,元彼がよく着ていた真っ白のラルフローレン。そのご自慢のラルフに味噌煮込みうどんの汁でもはねてシミになっちゃえ。,,,"Dec 2, 2025 9:48 pm",,シシィ,CC BY-NC-ND 4.0
うっすらと徐行の白は散らばってとばす車に轢かれるばかり,,,,"Dec 9, 2025 2:16 am",https://twitter.com/HaL7sg,青兎,CC BY-NC-ND 4.0
真っ白で純粋無垢そう君の望みは誰も叶えやしない,,,,"Nov 26, 2025 12:13 pm",https://twitter.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
看板の文字には白が多いって気づいてなぜか息がしづらい,,,,"Nov 29, 2025 7:43 pm",https://twitter.com/teto_starlight,てと,CC BY-NC-ND 4.0
