content,title,author_comment,eiso_count,editor_memo,dummy,create_datetime,author_url,author,license
"独房の間取りで間接照明よハッピーバースデーをうたって
広告のラインが届き携帯は歳を重ねたわたしを照らす
生きるしかないのだひとり朽ち果てる予感をいのちの篝火にして
",バースデーソング,,3,,,"Dec 3, 2025 11:55 pm",https://twitter.com/matsuqing,沙々キハム,CC BY-NC-ND 4.0
"街路樹の黄からブラウン、余白へと必要なのは／自他境界線／
流星雨　かぞえきれない暗闇にいつしか潜る記憶の棘は
流星雨／余白に刺さる棘のいくつか必要なのは／自他境界線／",ボーダーライン,,3,,,"Dec 8, 2025 10:41 pm",https://twitter.com/saku_furui,古井　朔,CC BY-NC-ND 4.0
"暑かった夏がようやく過ぎたのになんで気温をまた上げるのだ
アホな子のように半袖短パンで春夏秋冬すごしていたい
冬だっていうのにシャツの袖まくり汗水たらして働く（物理）",暖房が強すぎる,,3,,,"Dec 7, 2025 12:42 am",https://twitter.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
"落ち葉ひとつ魚のようにひかり揺れ　君のネイルを思い出してる
薄く薄くピーラーで削ぐ寂しさは向こうが透けてより寂しくて
もうきっと思い出せない君の顔　　手の影ばかりひらひら揺れて",ひらひら,,3,,,"Dec 2, 2025 9:33 am",https://twitter.com/tanankatoru,田仲トオル,CC BY-NC-ND 4.0
"一生にいっかい使えるお願いを今月はもう五回使った

白亜紀をはじめる今から十二月ポッピングシャワーぱちぱち舐める

食パンの袋についたちっこいのあれの名前を教えて、明日",ちっこいあれの,,3,,,"Dec 7, 2025 11:53 pm",https://twitter.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
"こんなにも口語の荒野彷徨って心の花は咲かずに凍る

ほんとうは文語の海に飛び込んで心が溺れたがってるんだ

文語人いまそがりけり文語しか使わぬ人であらまほしけれ",文語人（ぶんごびと）いまそがりけり,,3,,,"Nov 30, 2025 2:40 pm",https://twitter.com/takekeke00,スーパーはるる,CC BY-NC-ND 4.0
"目ん玉がひっくりかえるゲオスミン吸って吸って吸って犬かき

オロナイン足のうらまで塗りのばし夜遊びできない口実ふやす

購入済みスタンプばかり増えてゆきお友達数音速で減る",日々,,3,,,"Dec 4, 2025 9:05 pm",https://twitter.com/ima_kaihi,台風のめ,CC BY-NC-ND 4.0
"聴かせたい歌があるんだ　指輪のない君と交じる不確かな夜

迂闊には触れぬ君のスマホへと「夜通し話そう」と架ける橋

今更と思う気持ちよもう一度　温めなおす君への手紙",しあわせであるために,,3,,,"Dec 8, 2025 8:59 pm",https://twitter.com/finalkanidoumei,土佐ｱｳﾞｧﾝﾁｭｰﾙぱす汰,CC BY-NC-ND 4.0
"相談をしたりされたりする時の目線の動きで軌跡を描く
湯船にて首まで浸かり深呼吸すると水圧は小さなエール
今日はもう朝も夜も無く眠るからしょうが紅茶は夜明けを待った",小さなエール,,3,,,"Dec 2, 2025 7:27 pm",https://twitter.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
"ほうき星だったあの頃いまはもう思い出せずに宙を見上げる
コールドムーンそこで見ていて粛々と生きる僕らはちっぽけ、ちっぽけ
またいつか流星として翔けるときあなたを探す宙の上から",また、ひかりになる,,3,,,"Dec 7, 2025 8:25 pm",https://twitter.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
