content,author_comment,editor_memo,dummy,create_datetime,author_url,author,license
いつもより長めのハグをする／される　いのちドクドク残機など無い,,,,"Sep 3, 2025 3:28 pm",https://twitter.com/Ns4HhpKEzA10870,サ行,
三日月の見えないところ　みんなとはあなたのことと言った　密会,,,,"Aug 30, 2025 5:19 pm",https://twitter.com/tankapanda,短歌パンダ,
天からの梯子降ろしている光   手が届かない登るにはまだ,,,,"Aug 31, 2025 7:04 pm",https://twitter.com/HarunagaMutsuki ,春永睦月,
ラジオから流れる曲が胸ぐらをつかんでわたしに夢をみせない,,,,"Sep 5, 2025 10:27 am",https://twitter.com/nuts722,natsuko,
降りやまぬ雨を鎮めるようにしてきみが空へとかざす手のひら,,,,"Sep 9, 2025 12:59 am",https://twitter.com/OnakaSuiTanka,小仲翠太,
この星のさいわい祈るユメカサゴ　前世の烙印か暗き喉,,,,"Sep 8, 2025 11:16 pm",https://twitter.com/HaL7sg,青兎,
夢ならば空さえ飛べる成層圏越えて宇宙の指先に触れる,,,,"Aug 29, 2025 5:14 pm",https://twitter.com/rara_wcat_tanka,アサコル,
広げたる風呂敷に想いをのせてさっと畳んだそっと隠した,,,,"Aug 28, 2025 11:54 pm",https://twitter.com/@aca_tabby,眠る金魚,
トマト切るヘタをプツリと外す時帽子じゃなくて髪の毛と知る,,,,"Sep 8, 2025 11:59 pm",https://twitter.com/RAGE0406,紅生姜天ひやむぎっ,
レインボーブリッジ 父の車でまどろんだ時に落としたさよなら,,,,"Sep 8, 2025 3:22 pm",https://twitter.com/amanumiyu,亜麻布みゆ,
ドラム缶 よく燃えている折り鶴も空へと還る八月の黙,,,,"Sep 7, 2025 9:56 pm",https://twitter.com/suimitudou16,睡密堂,
ちいさい声で喋る友の小鳥のような　え？　をあれからずっと飼っている,,,,"Sep 9, 2025 1:51 am",https://twitter.com/zeronokamides,ゼロの紙,
我が子より戦国の世を調べあげ武将がマブダチ自由研究,小学生の子供の自由研究を一緒にやってた時に浮かんだ一首です。息子より詳しくなる母の夏。,,,"Sep 6, 2025 2:35 am",https://twitter.com/tyrannos818181,さに。,
明滅の救難ランプ暗闇をたどってきみを抱きしめにゆく,,,,"Sep 1, 2025 8:10 am",https://twitter.com/sinachiku_no_yo,萎竹,
