content,title,author_comment,eiso_count,editor_memo,dummy,create_datetime,author_url,author,license
"お祭りで泳ぐ金魚を救うため追いかけ回す金魚は逃げる

すくってもすくっても金魚は逃げる掬われないの救われないの

我が家には十年生きる金魚いてすくわれた目で私を見てる",金魚すくい,,3,,,"Jul 27, 2025 8:39 pm",https://x.com/umi_tsukitokage,ツキミサキ,CC BY-NC-ND 4.0
"誰にでもやさしい人を少しだけ困らせたくてなんのはなしを
路地裏の違法建築 階段の一段ごとに踊り場がある
軒下で降られる雨をやり過ごす人にキノコのかさを差し出す",なんのはなしですか,なんのはなしですか？って言いたくなる連作です,3,,,"Aug 3, 2025 7:43 am",https://x.com/amanumiyu,亜麻布みゆ,CC BY-NC-ND 4.0
"再度目で支えにいった向日葵のあふれてしまいそうな黄色を
ゆるせなさばかり見つかる　ポケットに、月のほつれに、きみの鎖骨に
頑張る、が揺らぎ続けるいつまでも駅間みたいな生活に乗って",揺らぎ続ける,,3,,,"Aug 1, 2025 9:35 pm",https://x.com/tsujinokika_2,辻野葵果,CC BY-NC-ND 4.0
"流れゆく時間があるね夕焼けと夕闇に立つアルトビールは
今日というカオスが溶けた黒ビール飲んで始まる透明な明日
祝日の昼下がりにはゴールデンエールよ光れ夏を祝おう",ビアフライト,,3,,,"Jul 31, 2025 8:04 pm",https://x.com/Linon_non,りのん,CC BY-NC-ND 4.0
"あなたの巣　アクアリウムのいきものの鱗すべてを撫でてぬめる手
日曜の祈りを終えて目をあげたあなたはペトリコールを知らない
少しずつふつうになってゆけばいい　ずっと明るいちいさな国で",ちいさな巣,,3,,,"Aug 4, 2025 11:52 pm",https://x.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
"重力は手放したから泳ごうよプラネタリウムのプールのなかを

離れるということはまた近づけるいびつな円を描いてまわる

光りかた探して生きるどの星もどうか自由に踊ってほしい
",まわるひかり,,3,,,"Jul 31, 2025 9:26 pm",https://x.com/takekeke00,スーパーはるる,CC BY-NC-ND 4.0
"「言ったでしょ」レンズが君を誤認して焦点距離を定められない
「仕返し」と君は微笑みワイヤレスイヤフォンの右海に放った
「もう会わない」君が放った切っ先は充分過ぎるほどに刺さった",RAWのままだった,"タイトルにある""RAW”は、デジタル画像のRAWデータ、つまり未加工画像データのことです。7/29の「57577アプリ」「短歌記念日β」「毎日文学」のそれぞれのお題に対し作った短歌なのですが、連作になるよう意識してそれぞれを作りましたが、どうでしょうか。",3,,,"Aug 2, 2025 8:01 pm",https://x.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
"土葬から逃れるように満月の夜に羽化して空蝉静か

この夏は火葬のごとく鳴きたいのに鳴けない蝉と青い青い空

もっともっと生きたいと鳴いて墜ちていく夏の終わりと鳥葬の蝉",蝉,,3,,,"Aug 1, 2025 5:42 pm",https://x.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
"溺れたい夜に限って満ちぬ潮つめたく光る月の嘲笑
脳のないくらげですらも死ぬことが許されている海と別れて
耳鳴りのような潮騒脳のあるいきものとして生きてゆくこと",溺れられない,,3,,,"Jul 31, 2025 5:46 pm",https://x.com/hisakatanote,久方リンネ,CC BY-NC-ND 4.0
"雨の香に　瞼を伏せる君は今　羽化する朝顔　白から藍へと

躊躇って　それでも飛んだ　入道の影　灰青へ　貴方に知られず

貴方を想う人　私を知らぬ人　琥珀の抜け殻　夕立に落つ",夏の水彩,,3,,,"Aug 3, 2025 9:51 am",https://x.com/yoshiharumichi,吉晴,CC BY-NC-ND 4.0
"天国に行ってもきっと笑われるとびたいんだよファミチキだって

クーポンの使用期限はしらないよ　空に掲げて見える？プリキュア

あの時のひかりの粒がまたここに帰ってきたねおやすみなさい
",「おやすみなさい」,,3,,,"Aug 2, 2025 7:43 am",https://x.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
"つめた〜い／あったか〜いと言い切れる機械のような強さがほしい
ヴェンディング・マシーンきみに意思はなく金を入れるとボタンが光る
選ばれるそのときをただじっと待つこれはいつかは人となる水",人となる水,,3,,,"Jul 31, 2025 5:47 pm",https://x.com/hisakatanote,久方リンネ,CC BY-NC-ND 4.0
"着信ありもしもしわたしメリーさん渋谷駅から抜け出せないの
天井や鴨居に頭ぶつけては八尺様がぽぽぽぽぽぽぽ
紫の鏡覚えて二十歳越え忘れたいことだけ増えていく",都市伝説解体短歌,1首目だけ過去作です,3,,,"Aug 3, 2025 3:58 pm",https://x.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
"公園で透明中年目を上げずパンと鳩とを交互に眺める

前を行く鳩の首陽を照り返し飛べばいいのに走って逃げる

甲冑のように群がる鳩鳩鳩豆を捨てろの声遠ざかる",鳩,,3,,,"Jul 27, 2025 11:44 pm",https://x.com/mukadeyakata,新井宗彦,CC BY-NC-ND 4.0
"暴力を行使する側／される側　料金はどちらも同じです
真四角に圧縮された鉄屑は橋だった頃の夢を見ている
痛いのが好きなんだけどへんだよね、って笑うあなたを笑わない",常識,,3,,,"Jul 29, 2025 9:15 pm",https://x.com/iam_yukarigohan,ゆかりごはん,CC BY-NC-ND 4.0
"泥棒に道を教えてあげたこと道を尋ねるまで忘れてた
刑務所に地図記号なく刑務所と書かれた角を左に折れる
スニーカーゴシゴシ洗うCMの芝生の庭が旅路のゴール",まっしろ,,3,,,"Aug 2, 2025 11:51 am",https://x.com/Shinnsyutu2020,宇祖田都子,CC BY-NC-ND 4.0
"ツタ絡む物干し竿の錆を取り心の奥に仕舞った恋を 
もう二度と貴方の目には触れられず帽子を深く歩けば命 
結露する缶チューハイを飲みながら想いを捨てたベランダを見る ",行方,,3,,,"Jul 28, 2025 2:00 pm",https://x.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
"月ひとつお宮参りに来たきみのかけゆく未来増えゆく世界
ひと口に割るのは難い千歳飴きみが受け取る祈りのように
通りゃんせ鳥居の先の静謐で神の息吹をきみは纏って",シン,,3,,,"Aug 3, 2025 10:03 am",https://x.com/Linon_non,りのん,CC BY-NC-ND 4.0
"最終日になって無理やり終わらせた漢字ドリルの文字が読めない
読んでないと速攻バレた感想文アルジャーノンはねずみの名前
宿題が出ない大人の夏休み太陽がもうあんなに遠い",宿題があった,,3,,,"Aug 2, 2025 1:06 pm",https://x.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
"ハローハロー国際宇宙ステーション地球は今日も青いでしょうか
流星と同じ速さでゆく船に乗れるいのち、乗れないいのち
悲しみの青をいだいた星で待つ 光はいつか還るだろうから",終末飛行,,3,,,"Aug 1, 2025 3:24 pm",https://x.com/nonaga0303,のなが,CC BY-NC-ND 4.0
"炎天下日陰をつくる建物が無くて逃げ場が閉ざされている
うつむいて歩いていたら人影が車の影に轢き殺された
何度でも甦る影本当は照らされている希望の光",かげ,,3,,,"Aug 2, 2025 1:38 pm",https://x.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
"出がらしのコーヒー並みの風味ならまだあるかもねこっちを見てよ
そんなこと当たり前だと言いたげなアイスティーには氷が浮かぶ
I see《アイシー》,と答える君の眼差しは指に引っつくくらいicy《アイシー》",Cafe Life,言葉遊びを交えて、アンバランスな感情の交差を詠んでみたいと思い作った連作です。,3,,,"Aug 2, 2025 8:07 pm",https://x.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
"どっからがおのれなのかを決めぬまま浜に打ち上がってるくらげ

もうとうにちからつきたくらげだと砂の上なら認めてくれる

こときれたくらげの解けていく陸に餞別として夕立の降る
",とけるくらげ,くらげがうちがあって死んでるなぁと思った時にできました。,3,,,"Jul 18, 2025 6:40 am",https://x.com/MeFuchsia,綿鍋和智子,CC BY-NC-ND 4.0
"涼やかにカットケーキを指差して何もない日に大きく✕を

正しさがずれた2人の赤い実の色素が移る白いクリーム　　

手のひらに潰れたケーキ人生はまだ柔らかく私を許す",カットケーキ,ケーキのヤケ食いをした時の思った以上に潰れやすいケーキを手にして感じた事を詠みました,3,,,"Aug 2, 2025 8:48 pm",https://x.com/toDazaihu,枝香,CC BY-NC-ND 4.0
"まっしぐら駆けてくるのはケルベロス鼻面押しつける我先に

左から頭撫でれば連作の三首が吠えるワンヒャンクゥン

甘えっ子食いしん坊にさみしがり心配ないよわたしがいるよ",三十一文字のケルベロス,,3,,,"Jul 28, 2025 12:41 pm",https://x.com/takosan_kcr,たこの粥,CC BY-NC-ND 4.0
"君はいつでもステージライトの下に。「ね、笑って！素敵って言って！」

劇場のシートから私を見てね。拍手してね。忘れないで、ね。

駆け抜けた硝子の靴砕け散った。これで終幕。雪が降るのか、",カーテンコールも終わって,"好きな競走馬がいました。彼女は決して強く無かったけれど、私にとって紛れもなくスターでした。
今でも思い出します。雪に因んだ名を持った彼女が軽やかに走った夏の日のこと、逝ってしまった初雪の日のこと。",3,,,"Aug 3, 2025 2:44 pm",https://x.com/Shirosaki78,白咲,CC BY-NC-ND 4.0
"さようならピングー人間は声から忘れてしまうと言うよ
さようならピングー溶けてしまうあなたの国に降る雪の音
さようならピングー嘴のラッパでずっと叱っていてね",さようならピングー,,3,,,"Aug 3, 2025 11:45 am",https://x.com/nagikawase,川瀬十萠子,CC BY-NC-ND 4.0
"笑われてなんぼだなんてまだそんな勇気はないよ出川哲朗
すべっても笑いに変えてくれそうなぼる塾あんりが必要である
寅さんの怒る姿で爆笑がおきるのだから怒りは笑い",笑いに変える,,3,,,"Aug 2, 2025 8:03 pm",https://x.com/l0vemash,真朱,CC BY-NC-ND 4.0
"隕石がここに落ちてもいいようにトランポリンを庭に出しとく
終末のラッパは鳴るが四騎士はウノって言ってないよと揉めて
鉛筆で手帳に書いた「終末」の字を丁寧に消して　ため息を足す",予定のない終末,7月は久しぶりに日本中が終末の予言に沸いた月だったと思います。終わらないと分かっているからこそ楽しめるものだとも言えますが、結局終わらなかったことについて、ほんのちょっぴり残念に思う気持ちもあります。,3,,,"Aug 4, 2025 4:21 pm",https://x.com/Chiku_tanka,知久,CC BY-NC-ND 4.0
"境内の池の鴨首忙しなくズンチズンチ時々裏拍
古池に伝統ぶったミシシッピアカミミガメのやけに和の顔
待ち人を見るは欄干来る鯉のずっと待ってる口のかわいく",境内の池,古池の情緒。,3,,,"Aug 5, 2025 12:18 am",https://x.com/misosarasenryu,鯖虎,CC BY-NC-ND 4.0
"ただ次の塁を目指すのではなくて青春の果てを目指し走れ

点であることを忘れず繋いでけそしてチームは打線に変わる

良い守備は良い位置取りからはじまる目立たなくても誰かが見てる",走・攻・守,,3,,,"Aug 3, 2025 11:33 pm",https://x.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
"伸びきったウエストゴムはわたくしを責めやしないが守りもしない

エアコンと呼気のやりとり未明には少し長めのため息をつく

Wi-Fiの圏外らしいゆっくりとシナプス走る暁の空",長めのため息,,3,,,"Jul 31, 2025 12:26 am",https://x.com/d23705,北野白熊,CC BY-NC-ND 4.0
"四六時中つながるスマホを煩いて置きて夜中の独りを噛み締め
誰も消えし部屋の真中で瞑る目に記憶は柔くほどけて、凪
静寂のヒヤリとするよな肌触り脈打つ耳に己を数う",夜にほどける,一人きりになる事が難しい現代で、他者の目を通さずに自己認識を高める場所を見つける歌。,3,,,"Aug 3, 2025 5:40 pm",https://x.com/mojinhono,藻塵ホノ,CC BY-NC-ND 4.0
"僕ら正しい何かを煙に巻いて雪崩れ堕ちるだけでよかった

同じ味の咥内にはならない変えた君と辞めた私で

接吻の距離で火を移すお前の心も侵略出来たらいいのに",ゴールデンバットを吸う二人,かつて同じ煙草を吸っていた二人の話。,3,,,"Aug 4, 2025 9:25 pm",https://x.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
"近眼の君がメガネを外すとき二人の距離が零になるとき
flavourCAMELと共に記された「好きになった」の末尾に名前
御守りはあなたがくれたプロポーズわたしを生かす催花雨となれ",彼女未満,そこに確かに愛はあった。恋人にはなれない二人の物語。,3,,,"Aug 3, 2025 7:15 pm",https://x.com/mojinhono,藻塵ホノ,CC BY-NC-ND 4.0
"雪を踏み澄んだ世界を見渡して行く方向も決めずに時を
うさぎ小屋藁だけ残し誰も居ぬ足跡に降る白い結晶
波の花散っては咲いて世は凍る欠けた人差し指を遠くに",白い世の中,,3,,,"Jul 31, 2025 1:39 pm",https://x.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
"帰れぬと悟り星へと散りゆけば　あなたを照らす一縷の光に
さっきまで君がいた場所　まだ揺れる光の粒へつい手を伸ばす
光年が距離でも時間でもよくて　君に会えたらそれでよかった",それでも光はここに,,3,,,"Jul 30, 2025 6:29 pm",https://x.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
"泣いたこと気づいてほしいわけじゃなく　気づかないでが本音でもない


ねえきみの泣きたい夜にまにあえば　きみが見上げる理由になりたい


虹が出た写真に撮ってLINEする　雨がやんだよ、わたしは元気。",きみの空になりたくて,,3,,,"Jul 31, 2025 11:33 pm",https://x.com/mikinokobeya,mikiの小部屋,CC BY-NC-ND 4.0
"溶けるより消えちゃうほうがさみしいようるさいだまれアイスコーヒー

ぢくぢくと線香花火が膨らんでこどくがふたつ並んでいます

水底へゆらり沈んでゆく嘘を見遣り金魚のなつはばいばい",「なつは ばいばい。」,,3,,,"Jul 29, 2025 9:05 pm",https://x.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
"ほら来たよ、京都銀行のcmをそらんじている君の季節が

金賞に佳作、入選、奨励賞、私が選ぶと全部君だし

君がいる部屋の大きさに慣れたから扇風機まで回れていない",君と夏の一部始終,,3,,,"Aug 4, 2025 12:34 am",https://x.com/mi1s4am,横井のの,CC BY-NC-ND 4.0
"ジュブナイル　光の雨が降る夜にあの頃の僕迎えにゆこう
夏の夜にふたりで作った星座には僕らを結ぶ線はなかった
ひさかたの天を駆けゆくひとすじを流線形の祈りと呼べば",記憶流星群,,3,,,"Aug 1, 2025 8:38 pm",https://x.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
"病得て会社を辞めてはや三年 いまだ終わらぬ夏休みなり
たぶん空を見上げていない所為だろう 久しく虹を見つけていない
今日もまたいいことなんてなかったと猫背で歩く前など見ずに",猫背の日々,鬱になってから空を見上げることが少なくなりました。早く再就職を決めて胸を張って歩きたいものです。,3,,,"Jul 30, 2025 4:11 pm",https://x.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
"勇者にも冒険者にもならぬまま世のダンジョンに放り出された
大輪の花を咲かせることもなく 線香花火のしぶとさもなく
幾年も地中の穴に閉じこもり いよよ地上に出んとし日干し",RPGを知らぬ者の半生,"「勇者」になったり「冒険者」になったりするゲームを全くしたことがありません。RPGでの経験は、現実世界でも困難に直面した時、きっと役立つはずです。
７月の自選から連作に組みなおすにあたり、３首目を改作しました。",3,,,"Jul 31, 2025 12:07 am",https://x.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
"解約は電話受付のみですとインターネットは泥舟ばかり
複雑に絡まる事象を埋め立てて液状化する都市は泣いてる？
そのままで生きたらいいよと撫でられて学術名からわたしが解ける",解ける,,3,,,"Aug 3, 2025 3:08 pm",https://x.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
"前もって告げるようなる緊張に影を作れるキャップを被る

へえギター上達のコツYouTubeチャンネルを観た歌のリズムへ

現場には落下防止の網張られ張り巡られる危険は更に",前,,3,,,"Jul 8, 2025 6:00 pm",https://x.com/eye25key36,海老原春樹,CC BY-NC-ND 4.0
"「……サイコキネシス！」できみのからだはぐにゃぐにゃのさみしい回路になってしまった、
ブランケットで隠していてもさみしさでひかってしまう回路のきみだ
回路とは付きあえなくて、、「ごめんね」を言うとやっぱりひかる回路だ",さみしい回路,,3,,,"Aug 3, 2025 9:37 pm",https://x.com/@umi915uta,海,CC BY-NC-ND 4.0
"罪を悔い改めなさいアスファルト破り芽吹いたタンポポの罪

罪を悔い改めなさい恥と罪ばかりの生を送って来ました

罪を悔い改めなさい出来ないと言うなら廊下で立っていなさい
",罪ってなあに,,3,,,"Jul 29, 2025 8:41 pm",https://x.com/minami31mj ,m,CC BY-NC-ND 4.0
"あじさいの青は毒だと知っていてあなたの傘へ入る六月

室外機熱風吐き出すやるせなさ誰も知らないぼくの七月

暑いね、が愛してるより多くなる　ああ八月が好きになれない",六月、七月、八月,,3,,,"Aug 2, 2025 2:21 pm",https://x.com/peak_0623,ホワイトアスパラ,CC BY-NC-ND 4.0
"頑張って手を伸ばしたら掴めそう夏はそういう距離を狂わす
人混みが行く方向が「幸せ」であえてふたりで逆らってみた
私には右手があってあなたには左手がある　繋げなかった",残夏,夏は等しく短いが思い出の中の夏は永遠に近い永さ,3,,,"Aug 3, 2025 7:20 pm",https://x.com/sabanosorani_,サバの空似,CC BY-NC-ND 4.0
"戦わねば知れぬ道先旗掲げ
いざ大博打の始まりだァッ！

害をなす鼠はいる何処にでもウイルスペスト惨事は側に

人は城人は石垣人は堀
百世千歳流れど理",サマーウォーズ,"アニメ「サマーウォーズ」から発想した短歌。
一首目は、真田家繋がりで大河ドラマ「真田丸」のセリフから発想。",3,,,"Aug 4, 2025 9:16 pm",https://x.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
"夏休み都心のデパート展示会勇気ふるって君を誘った

帰り道窓に映った稲妻に綺麗と言った君を忘れぬ

熱帯夜暑い空気をものともせず二人寄り添う深夜の公園",夏に始まった恋,"忘れられえぬ思いは35年を過ぎても心の中に
追憶しつつ詠める",3,,,"Jul 29, 2025 2:22 am",https://x.com/kazeki_mori,森風輝,CC BY-NC-ND 4.0
