content,author_comment,editor_memo,dummy,create_datetime,author_url,author,license
砂浜で裸足になれずわたしまだ貴方のことを疑っている,,,,"Aug 1, 2025 8:43 am",https://x.com/mskpompomfuwa23,まさけ,CC BY-NC-ND 4.0
0／1／2／3／4／5／6ではなく0.7のこころで話す,,,,"Aug 2, 2025 3:11 pm",https://x.com/kurage_pancake,金井水月,CC BY-NC-ND 4.0
潮騒も鳴く海鳥も無き夏を刻む四分の三の咳が,ひとりある夏。,,,"Aug 4, 2025 8:02 am",https://x.com/misosarasenryu,鯖虎,CC BY-NC-ND 4.0
揺れながら叫べフルーツバスケット満員電車わっと膨らむ,,,,"Aug 1, 2025 7:24 pm",https://x.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
ランドルト環だとすれば上だろうランドルト環ではないけれど,,,,"Aug 3, 2025 1:53 am",https://x.com/nsnsn______,仁科篠,CC BY-NC-ND 4.0
少しだけ保障はあるけど不安定　「恋人」　まだ非正規雇用,,,,"Aug 3, 2025 5:03 pm",https://x.com/Umi1146295,Umi.,CC BY-NC-ND 4.0
よく使う絵文字のような顔をしてカメラの前で肩を寄せ合う,,,,"Aug 4, 2025 10:27 pm",https://x.com/short_poem0505,あだむ,CC BY-NC-ND 4.0
目の前の海は記憶とつながって隣にあの日の私の気配,,,,"Aug 1, 2025 7:28 am",https://x.com/shienkotonoha,佐竹紫円,CC BY-NC-ND 4.0
仕方ない推しのメンカラ好きだから３色ボールペンすべて青,もし推しメンバーのカラーが青ならば、3色とも青にするくらい夢中になるだろうなと。それが日々の幸せ。,,,"Aug 4, 2025 11:17 pm",https://x.com/tyrannos818181,さに。,CC BY-NC-ND 4.0
真夜中にそっと押されるいいねって一人じゃないのモールス信号,,,,"Aug 1, 2025 8:59 pm",https://x.com/hakka_kinoko,ベーグル,CC BY-NC-ND 4.0
もう百回もしゃっくりをしたはずなのにいっこうに死神は来てくれない,,,,"Aug 1, 2025 4:52 am",https://x.com/FyOj742,フラ子,CC BY-NC-ND 4.0
男娼の素質がひかる友達のやさしい蛇のよう　ラヴ　まるのみ,,,,"Aug 4, 2025 11:29 pm",https://x.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
喧騒の海を日傘の下で聞く今日は保護者のふりをする午後,,,,"Aug 4, 2025 4:28 pm",https://x.com/Chiku_tanka,知久,CC BY-NC-ND 4.0
神様は老眼だから僕たちは傘を広げて花束にする,,,,"Aug 1, 2025 5:36 pm",https://x.com/age_to_chikuwa,アゲとチクワ,CC BY-NC-ND 4.0
同僚になるかもしれない人の名が残ったままの案内メール,,,,"Jul 31, 2025 9:39 pm",https://x.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
朝5時に家具ひとつないリビングでヤマダ電機の到着を待つ,,,,"Aug 4, 2025 10:27 pm",https://x.com/short_poem0505,あだむ,CC BY-NC-ND 4.0
