content,title,author_comment,eiso_count,editor_memo,dummy,create_datetime,author_url,author,license
"伝説が終わった後も毎日の暮らしは続く良くも悪くも
暴れだす準備ならもうできている俺たちみんなチャーリーズチルドレン
届かないのを知ってなお手を伸ばす twinkle, twinkle, little star",チャーリーズチルドレン,,3,,,"Oct 27, 2025 12:34 am",https://twitter.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
"「やっぱり」を赤で「やはり」に直す日々　昨日のアニメの話がしたい
先生も人間ですよこんな日はピーマンを残したくもなります
愛してると伝えてほしい千年後生きる子らまで　主語はいらない",先生も人間ですよ,,3,,,"Nov 2, 2025 11:01 am",https://twitter.com/OkadaDouitsu,岡田道一,CC BY-NC-ND 4.0
"結婚の話題は出さずまたひとつ歳を重ねる日を祝い合う
ホールごとケーキを崩し合うときのふたりはまるで阿吽の呼吸
バースデーナイトが終わる 開けていた窓はいつしか閉ざされている",「25」,,3,,,"Nov 4, 2025 9:17 pm",https://twitter.com/yarukatanashi,ヤマメ,CC BY-NC-ND 4.0
"初秋のコピーライター　えいえんに消えない明かりのように名前は
消去法みたいに星を失って秋の夜明けはとうめいだった
カーテンで月を消すだけ。最後までハートが揃わない七並べ",ハートが揃わない,,3,,,"Oct 14, 2025 11:17 pm",https://twitter.com/tsujinokika_2,辻野葵果,CC BY-NC-ND 4.0
"年老いた足に合わないサンダルは夏抱いたまま抜け殻になる

憧れの香水さえも似合わずに乗れた列車を見送っている

地下鉄の窓へ映ったあきらめに上書きをする一本の薔薇",老いる,,3,,,"Nov 1, 2025 5:30 pm",https://twitter.com/sorapoky,山口絢子,CC BY-NC-ND 4.0
"限りなくジェンダー平等　平成の書類の廃棄係になって
当たらずにさわらずにいて上がれない土俵のルールを守り続けた
骨盤のかたちの違い説もあり「女走り」を肯定させる",限りなくジェンダー平等,,3,,,"Nov 2, 2025 7:06 pm",https://twitter.com/l0vemash,真朱,CC BY-NC-ND 4.0
"逞しく生きる雑草誰かしらに外来種だ何だ言われども

川沿いアレロパシー扮装地帯人知れず根を張ってカラフル

片隅に咲いたコスモスひとりでに歌う路上のフォークシンガー",雑草,泡立草という雑草に思いを馳せて,3,,,"Nov 1, 2025 2:25 am",https://twitter.com/txT121omOV33333,美波有希,CC BY-NC-ND 4.0
"飲み込んだ言葉はどれもエゴばかり命を掬う力もなしに
晴れ渡る空も君には闇に見えすずめの駆ける閉ざされた道
ただそばに座り握った手は冷えて掻き乱される心は毒に",毒の葉,,3,,,"Oct 30, 2025 2:20 pm",https://twitter.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
"とりあえずハッピーハロウィン！ハッピーを装うための仮装パーティー
きっかけになってよかった　気まずさはおばけ界隈にもあるのかな
パンプキンプリンにしよう、きみはまた季節外れのケーキに浮気",パンプキンプリン,,3,,,"Nov 1, 2025 7:36 pm",https://twitter.com/l0vemash,真朱,CC BY-NC-ND 4.0
"人により解釈により愛により重さが変わる死に恋してる

少年がナイフで刺した哀しみはちゃんと成仏できただろうか

もう一度死と向き合って生きてゆけ綺麗な死とは綺麗な生に",about death,,3,,,"Nov 4, 2025 9:20 pm",https://twitter.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
"桃がつくけど安定のど真ん中　松坂桃李はシンケンレッド

トッキュージャー、ディオール、国宝、べらぼうの横浜流星は本名です

シリーズはまだ続くけど仮面ライダーだったのが佐藤健",特撮！スーパーヒーロー,どこにも出せそうのない連作ができたので、こちらに置かせていただきます。,3,,,"Nov 4, 2025 2:29 am",https://twitter.com/OnakaSuiTanka,小仲翠太,CC BY-NC-ND 4.0
"実家から届きし荷物にアルバムが若き父母《ちちはは》と幼き私
天丼が美味しかったという思い出両親連れた浅草見物
この時の写真を一枚撮っていれば元気な父母留めておけた",写真一枚の後悔,私が幼いころ、まだ高価だったカメラとカラーフィルムで、何枚も写真を撮ってくれた父。それに対して、父を撮ったことのない私。後悔しか残りません。,3,,,"Oct 31, 2025 8:13 pm",https://twitter.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
"たわむれに生きているだけたわむれに生まれてきただけたわむれに死にたくはない
誠実と正直さは必ずしも同じでないから緩やかに膿む
かつてそのノイズを愛し戯れに不完全だけが真実だった",ノイズ,,3,,,"Nov 2, 2025 11:43 pm",https://twitter.com/saku_furui,古井　朔,CC BY-NC-ND 4.0
"聴いているテンポが速い曲たちをいくつまで口ずさむんだろう
全員で歌える曲は童謡か？デイサービスでコーラスするの？
老後には毎日通うスーパーのテーマソングを歌うんだろう",テーマソング,,3,,,"Oct 28, 2025 6:34 pm",https://twitter.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
"指先からお腹の底まで沸々となにもかもにもあきがきている
側道をあるきつかれて切る道具なのに鋏といういじらしさ
神無月あきらめくのも必然で手術の痕もちきりと痛む",あきがきている,,3,,,"Oct 29, 2025 4:38 pm",https://twitter.com/takosan_kcr,たこの粥,CC BY-NC-ND 4.0
"真剣な顔で「グミって高級品だよね」って友達が言ったから　うなずく
反出生主義のバンドのリーダーのエレキギターの中の空洞
ぼくの心にぼくは不在だ　星空のすき間を縫ってLUUPは走る",void,,3,,,"Oct 20, 2025 8:52 pm",https://twitter.com/kurage_pancake,金井水月,CC BY-NC-ND 4.0
"燃え上がる恋をしてみたかったけど炭火の恋もいいものですよ
炭火でも燃えるときには燃えるから獣《けだもの》になる夜もあります
もどかしい消え切るまでのじりじりが液体窒素で凍らせましょう",温度差,ずーっと、恋って何だろう愛って何だろうと考え続けているせいで、そんな短歌を詠むことが多くなっています。この三首連作の自分のテーマは「美しくしたくても美しくならないよね」。でしょうか。それと、ずっとですます調で詠まないようにしてきたのですが、この内容を詠むにはですます調が必要に感じ、ある意味ひとつ拘りから卒業しました。どなたかひとりでも、「うんうん、そうだよね」と思ってくださる方がいらっしゃれば、それで満足です（笑）,3,,,"Oct 31, 2025 1:52 am",https://twitter.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
"みんなから「行けたら行く！」と返信があった飲み会　座敷にひとり
嗚呼、神よ　わたしが何をしたのだと？ こむら返りに悶える深夜
カラメルの苦さ　大人になったってうまくいかないこともあるよね",人生だいたいそんなもん,,3,,,"Nov 2, 2025 10:43 pm",https://twitter.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
"帯電の性質を持つこの躰君はモンスターボールで捕まえない

身体の中で蠢く龍の眼がうすらと開く感覚加速

遮電するそれとリードが邪魔臭い理性なんかを何時まで持つ気だ？",帯電,男性同性愛短歌。,3,,,"Nov 3, 2025 10:14 am",https://twitter.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
"平熱はだいたい6度5分くらい
確かめてみてわたしの温度

顔熱い飲みすぎたかなコーラ割り
触れた膝までなんか熱くて

鼻水とせきでばっちり風邪だった
もらいものですおまけの微熱",微熱,"恋をする中での「微熱」について詠みました。
",3,,,"Nov 4, 2025 10:46 pm",https://twitter.com/hiruandon9876,昼行灯ラジオ,CC BY-NC-ND 4.0
"一声で光を注ぐ熱を生むあなたがいればそこがひだまり
恒星と自認していた惑星はいつもあなたに振り回される
真夜中の私の内の漆黒にあなたの名残として白光",地動説,,3,,,"Nov 3, 2025 9:42 am",https://twitter.com/Linon_non,りのん,CC BY-NC-ND 4.0
"認められきみは飛び立つ私には見えぬ翼を持つ者として
けどせめて勇気づけたい私より大きくなったきみの背中を
大丈夫 夜が怖くて泣いていたきみはとっくに泣き虫じゃない",押したい背中,,3,,,"Nov 4, 2025 2:47 am",https://twitter.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
"十五の夜に蹴ったゴミ箱が
実家の庭でまだ反省させられてる

雄叫びとは無縁に生きてきたけど
僕の産声はたぶん「ヨッシャー！」


死は等しく訪れるから
未明に起きても　眠ってもいい


",未熟さと受容,,3,,,"Nov 4, 2025 4:03 pm",https://twitter.com/sa_me29,さめお,CC BY-NC-ND 4.0
"寝不足のからだ引きずり駅へ行く毒の沼地を進む足どり
ラーミアに乗って通勤したいけどオーブが買える店を知らない
棺桶のような車両に詰めこまれぼくらはただのしかばねのようだ",ただのしかばねのようだ,,3,,,"Oct 31, 2025 10:04 pm",https://twitter.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
"清濁を併せて呑んでマリアージュ　ブルーチーズが似合う憂鬱

夢の中すっぱいぶどうを足で踏むウェルチの鋭い甘さが怖い

「葡萄酒」は現実とは全然違う絶対安全ナチュールワイン",すっぱいぶどう,2・3首目はお題「ぶどう」で既出済の作品です。,3,,,"Nov 2, 2025 8:44 pm",https://twitter.com/Itsuki_Mao,しみず,CC BY-NC-ND 4.0
"嫌いじゃないけど別れたい というエゴ  知性はたまに狂わせる本
好きじゃないけど犯したい というエゴ 理性は壊れやすい足枷
好きな子じゃない子との夜ばかり想う 好きな子との夜の礎として",エゴ,,3,,,"Oct 20, 2025 1:49 pm",https://twitter.com/umberhemp,麻数,CC BY-NC-ND 4.0
"白露を纏って揺れるコスモスと一緒に揺れて揺れて貴方と
夕暮れのススキは金に輝いて二人の先もこんな色なら
金木犀香りだけが漂う夜甘い孤独で胸を満たして",オータムプラント,,3,,,"Nov 4, 2025 5:30 pm",https://twitter.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
"人類が絶滅しても星々は回り続ける客観的に
観測者のいない天空麗らかに名前をつけて呼ぶこともない
美しき Cosmographia 恒星の外にはきっと神様がいる",天球,,3,,,"Nov 1, 2025 8:59 pm",https://twitter.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
"白毫が静かな光に灯るとき 木地の下で脈打つ気配

伏せられた一重の奥の水晶の 奥に金紙円は宇宙を描く

五色にて寄り合わされた糸に触れ 善悪人は胎児へ還る",仏,,3,,,"Nov 3, 2025 10:19 am",https://twitter.com/iFb77WoIcv87418,青海波,CC BY-NC-ND 4.0
"たとえば　大暴落を知っていてそれでも株を買うような愛
大さじで味噌をきちんと量る子が目分量で服す眠剤
幾ばくの飽くも衒いもなく股をただ流れゆく真っ赤なたまご",人間讃歌,,3,,,"Oct 26, 2025 7:41 pm",https://twitter.com/iam_yukarigohan,ゆかりごはん,CC BY-NC-ND 4.0
"夏の陽は　恋を孕みて　照りつけり　プールサイドは　微熱のごとく
夕立に　逃げ込む軒下　二人きり　交わす視線は　微熱のごとく
愛しひとへ　送りしLINEを　打ち終えて　スマホの熱さは　微熱を越える

",微熱,まだ短歌を詠み始めて一ヶ月程度の素人です。,3,,,"Oct 26, 2025 7:46 pm",https://twitter.com/gomadan30309701,gomadango,CC BY-NC-ND 4.0
"流された涙が乾いていく時もフォーマルハウトは燃え続けている

あの人のアブナイ匂いアルゴルの悪魔が微笑むような瞬き

真夜中のベテルギウスを見上げれば生きろと言われた気がした赤色",秋の星々,,3,,,"Oct 31, 2025 1:55 am",https://twitter.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
"吊り革に 掴まる君の二の腕に 頬寄せて立つ ほろ酔いの帰路
通過待ち このまま電車が止まったら 君のところに 行ってもいいかな
帰り際 また会いたいが言えなくて 縋りもできず震える指先",帰りに,,3,,,"Nov 5, 2025 12:10 am",https://twitter.com/noni_tatsu_hako,野に立つ,CC BY-NC-ND 4.0
