content,author_comment,editor_memo,create_datetime,content_url,author_url,author,license
祈るならどこかで元気に生きていてすれ違っても気づかない程,,,2025-08-09 15:25:45,https://x.com/yataka28/status/1954066551965110530,https://x.com/yataka28,やたか,CC BY-NC-ND 4.0
雲はただ白くあらねばならぬのだ眩《くら》む目こらえ青空を見る,2025.08.09  11：05に捧ぐ。 pic.x.com/dJbPv9vAqr x.com/tankazine/stat…,,2025-08-09 11:24:13,https://x.com/HarunagaMutsuki/status/1954005768027652509,https://x.com/HarunagaMutsuki,春永睦月,CC BY-NC-ND 4.0
枕辺《まくらべ》に溶けて流れる歌のように風鈴が鳴る夏の日暮れに,,,2025-08-09 10:17:09,https://x.com/HarunagaMutsuki/status/1953988891536765356,https://x.com/HarunagaMutsuki,春永睦月,CC BY-NC-ND 4.0
容量が少ないバッテリーとしてこまめに充電しながら生きる,,,2025-08-09 07:16:55,https://x.com/sorapoky/status/1953943531611136243,https://x.com/sorapoky,山口絢子,CC BY-NC-ND 4.0
世の中の誰かの未練が吹っ切れたそのあかしだろうこの通り雨,,,2025-08-09 03:00:16,https://x.com/aca_tabby/status/1953878946182754688,https://x.com/aca_tabby,リコシェ📍節制中,CC BY-NC-ND 4.0
Timesに置いたカボチャの馬車に乗り真夜中を駆るパジャマのままで,,,2025-08-08 08:14:02,https://x.com/kiroi_iorik/status/1953595520628441123,https://x.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
完熟のマンゴー食べてああこれはマンゴープリンの味だと思う,,,2025-08-05 01:27:37,https://x.com/RCodome/status/1952406078014251136,https://x.com/RCodome,汐留ライス,CC BY-NC-ND 4.0
パンフレット躊躇なく四つに折り畳み小さい鞄で歩き出す人,,,2025-08-05 00:45:06,https://x.com/mukadeyakata/status/1952395379464622211,https://x.com/mukadeyakata,新井宗彦,CC BY-NC-ND 4.0
傷つけず生きられる人などいない溺れる魚などいない海,,,2025-08-04 02:01:25,https://x.com/Silbernekatze_/status/1952052194305593748,https://x.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
"夏の部屋　エアコン壊れ大惨事
旅行で金ナシ常夏の島",,,2025-08-03 22:13:02,https://x.com/AsuranAberu0001/status/1951994723255931064,https://x.com/AsuranAberu0001,春風いざな,CC BY-NC-ND 4.0
"「実体」を伴うことなき「恋」なれば
ただいたずらに精を放ちて",,,2025-08-03 11:53:03,https://x.com/Precure_Yoisho/status/1951838697642758606,https://x.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
